﻿20120209,00,126.108.194.151,2012-02-09 00:26:07,GET,/convert.html,{F025C0CE-53D2-7345-1EAF-F85A465CEBE2},playlist,E56D55966A77B44E3B8C58305547E083,.mp4,.mp4,101,0,1,153,,,,,,,,,
20120209,00,111.226.134.196,2012-02-09 00:26:07,GET,/convert.html,{7557D0D0-F428-82BC-B1F4-C47F4D799376},local,D19FD48131C4A1592498983CE9262A32,.avi,.mp4,108,0,1,30,,,,,,,,,
20120209,00,123.157.255.77,2012-02-09 00:26:08,GET,/convert.html,{4E34F648-7ABE-D2CD-12E4-03A993288318},playlist,D77D4EE01B04EC95974B3D96A4E1D436,.flv,.3gp,36,0,1,86,,,,,,,,,
20120209,00,1.86.167.159,2012-02-09 00:26:08,GET,/convert.html,{003E8B98-4B63-8471-3378-D9D95CEA56FA},playlist,9A4E3ED31DF821C0DB7D5B6B57270B0E,.rmvb,.mp4,183,0,1,1543,,,,,,,,,
20120209,00,27.23.186.114,2012-02-09 00:26:09,GET,/convert.html,{A943F3C3-07F8-47AD-389B-D444E0CD6F3A},playlist,04D83F9DD718C7C064CCC61810FF5EDD,.rmvb,.mp4,377,2,1,1093,,,,,,,,,
20120209,00,183.27.47.108,2012-02-09 00:26:09,GET,/convert.html,{876D3154-81A5-051D-9741-E78A2981825C},playlist,CC315187A33F0079C29274C0A0894714,.mkv,.BHD,19,0,1,58,,,,,,,,,
20120209,00,125.47.60.111,2012-02-09 00:26:10,GET,/convert.html,{044EE689-C66D-5106-2974-9CBA1BA87103},tool_box,825BF705132A20A2ED6681876233309B,.avi,.wmv,444,0,1,2440,,,,,,,,,
20120209,00,111.193.192.171,2012-02-09 00:26:11,GET,/convert.html,{9356813D-09BE-6ABF-304B-BED1BC4741B2},playlist,1DBFEE043CFD9C38F25B038AF851CD47,.mp3,.mp3,5,0,1,51,,,,,,,,,
20120209,00,114.88.52.49,2012-02-09 00:26:12,GET,/convert.html,{B5BF378C-FB51-FCBD-AE3C-A4DCA1632AB1},playlist,82DC82BABAF0B655CE916C5FA7A84EBA,.BUP,.avi,0,2,0,0,,,,,,,,,
20120209,00,114.88.52.49,2012-02-09 00:26:12,GET,/convert.html,{B5BF378C-FB51-FCBD-AE3C-A4DCA1632AB1},playlist,82DC82BABAF0B655CE916C5FA7A84EBA,.IFO,.avi,0,2,0,0,,,,,,,,,
